# num_ytids=2041789, num_segs=2041789, num_unique_labels=527, num_positive_labels=4020212
# YTID, start_seconds, end_seconds, positive_labels
6GogHpn5ukY,20.0,30.0,"/m/04rlf,/m/09x0r,/t/dd00128"
NGpMfNtyInU,320.0,330.0,"/m/014yck,/m/07yv9,/m/0cmf2,/t/dd00128"
KZTdmiBcJlM,80.0,90.0,"/m/015p6,/m/020bb7,/m/04rlf,/m/07pggtn,/t/dd00128"
1ybVry7EoKU,210.0,220.0,"/m/09x0r,/t/dd00128"
KeOzGllV96I,20.0,30.0,"/m/09x0r,/t/dd00128"
FEjjotFbQtw,10.0,20.0,"/m/07r04,/m/07yv9,/t/dd00128"
47EaZ_5rysU,250.0,260.0,"/m/09x0r,/t/dd00128"
JsVOKyEb-_0,30.0,40.0,"/m/01g50p,/m/07jdr,/m/07yv9,/t/dd00128"
LU23yW9A7Ug,10.0,20.0,"/m/07yv9,/m/0k4j,/t/dd00128"
4Guk3HVVvR8,0.0,5.0,"/m/0912c9,/t/dd00128"
MNCeFetXRm0,70.0,80.0,"/m/02mk9,/m/07pb8fc,/m/07yv9,/m/0k4j,/t/dd00128"
H-B5T1Xrrc8,30.0,40.0,"/m/01g50p,/m/07jdr,/m/07yv9,/t/dd00128"
NYcCN-z0MjQ,10.0,20.0,"/m/04rlf,/t/dd00128"
9n2ky04qtos,180.0,190.0,"/m/07yv9,/m/0k4j,/t/dd00128"
8wDOOseyulA,20.0,30.0,"/m/07yv9,/m/0k4j,/t/dd00128"
BydJL414iqM,30.0,40.0,"/m/01g50p,/m/07jdr,/m/07yv9,/t/dd00128"
OnqSs47B5HE,30.0,40.0,"/m/09x0r,/t/dd00128"
8wAMJ28hYlA,50.0,60.0,"/m/03kmc9,/t/dd00128"
1MpBrEPuQ7g,320.0,330.0,"/m/04rlf,/m/09x0r,/t/dd00128"
0vNKCzhv3MI,30.0,40.0,/t/dd00128
23d0txkBeOI,260.0,270.0,"/m/04rlf,/m/07r67yg,/t/dd00128"
I2qDBIm5iDU,30.0,40.0,"/m/09x0r,/t/dd00128"
LIJv5tQkUKk,10.0,20.0,"/m/04rlf,/t/dd00128"
515uqjOvq9w,540.0,550.0,"/m/09x0r,/t/dd00128"
A0MR2JwrKj0,40.0,50.0,"/m/014yck,/m/07yv9,/m/09x0r,/m/0cmf2,/m/0k5j,/t/dd00128"
6oIhCJ5fO7M,20.0,30.0,"/m/09x0r,/t/dd00128"
9_ofbYvaIF0,20.0,30.0,"/m/07yv9,/t/dd00128"
IFD0b6zD_PY,30.0,40.0,"/m/015p6,/m/04rlf,/m/0h0rv,/t/dd00128"
6OSK0Iprd7Q,30.0,40.0,"/m/09x0r,/t/dd00128"
Nya5wy8Ku64,40.0,50.0,"/m/07yv9,/m/0k4j,/t/dd00128"
LLftd_bhXAg,190.0,200.0,"/m/04rlf,/m/09x0r,/t/dd00128"
0ikHRil5ixs,30.0,40.0,"/m/06h7j,/m/09x0r,/t/dd00128"
ANJKEC5ATos,70.0,80.0,"/m/07yv9,/m/09x0r,/t/dd00128"
JKWptaObLAg,570.0,580.0,"/m/09x0r,/t/dd00128"
5_zFJ4XhpGs,40.0,50.0,"/m/04rlf,/m/09x0r,/t/dd00128"
AgEomNAmyLA,90.0,100.0,"/m/07yv9,/m/0k4j,/t/dd00128"
Hvv8XHKJGgI,0.0,10.0,"/m/07yv9,/m/0k4j,/t/dd00128"
Ac0LnlgP27c,190.0,200.0,"/m/04rlf,/t/dd00128"
9TPPe0rZfMI,30.0,40.0,/t/dd00128
E91Sn1cMvwM,30.0,40.0,"/m/015p6,/m/09x0r,/t/dd00128"
HaD5ycdP0wg,70.0,80.0,"/m/07yv9,/m/09x0r,/t/dd00128"
1ACotZJ6Svc,50.0,60.0,"/m/0199g,/m/07yv9,/m/09x0r,/t/dd00128"
B8FSYKABpxs,30.0,40.0,"/m/09x0r,/t/dd00128"
CPquCnlHScc,580.0,590.0,"/m/04rlf,/m/09x0r,/t/dd00128"
NFSRhzHwcYQ,20.0,30.0,"/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00128"
1W0q7olBMdk,10.0,20.0,"/m/04rlf,/m/09x0r,/t/dd00128"
LwUHBuvbSUg,2.0,12.0,"/m/06h7j,/m/09x0r,/t/dd00128"
705hcJqOf6U,200.0,210.0,"/m/09x0r,/t/dd00128"
DHlgJKaaMmM,10.0,20.0,"/m/09x0r,/t/dd00128"
0IjdwbAwDIs,80.0,90.0,"/m/04rlf,/m/09x0r,/t/dd00128"
NYWhboZzFio,30.0,40.0,"/m/09x0r,/t/dd00128"
LFw11mJYRkc,30.0,40.0,"/m/015p6,/m/0h0rv,/t/dd00128"
KpBLahj3HSQ,9.0,19.0,"/m/015p6,/m/0h0rv,/t/dd00128"
1jtG6aS3i8I,4.0,14.0,"/m/07yv9,/m/0912c9,/t/dd00128"
-qYiJpX6cHc,70.0,80.0,"/m/07yv9,/m/09x0r,/m/0k4j,/m/0ltv,/t/dd00128"
2kL2iGSh3zg,460.0,470.0,"/m/06_fw,/m/09x0r,/t/dd00128"
4ErtVRQPwiE,30.0,40.0,"/m/04rlf,/m/06h7j,/m/09x0r,/t/dd00128"
F_eDP6uHqEw,50.0,60.0,"/m/015lz1,/m/04rlf,/t/dd00128"
6lW1hMSCxww,70.0,80.0,"/m/04_sv,/m/07yv9,/t/dd00066,/t/dd00128"
4aCk_A23w9o,0.0,10.0,"/m/09x0r,/t/dd00128"
8Blpa5jcKyI,30.0,40.0,"/m/015p6,/m/0h0rv,/t/dd00128"
HzY8lSJDHxo,30.0,40.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
ExQtwkN3zc4,250.0,260.0,"/m/0199g,/m/07yv9,/m/09x0r,/t/dd00128"
GKxXpMVJgZI,170.0,180.0,"/m/04rlf,/m/09x0r,/t/dd00128"
CSfKmoSEzhU,30.0,40.0,"/m/015p6,/m/0h0rv,/t/dd00128"
BrneVaUXKWI,30.0,40.0,"/m/04rlf,/t/dd00128"
Hv6_lUXlAdU,30.0,40.0,"/m/07jdr,/m/07yv9,/t/dd00128"
7WUntPVaOQc,30.0,40.0,"/m/09x0r,/t/dd00128"
IVya4xjSjxQ,0.0,10.0,"/m/07yv9,/m/0k4j,/t/dd00128"
Kjjxhk4RV68,450.0,460.0,"/m/04rlf,/m/09x0r,/t/dd00128"
BAtBeshqcdY,20.0,30.0,"/m/09x0r,/t/dd00128"
Db4wWmU7llI,70.0,80.0,"/m/09x0r,/t/dd00128"
MOuj1Q3WzNY,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00128"
JFG2YPmTkag,130.0,140.0,"/m/07yv9,/m/09x0r,/m/0cmf2,/t/dd00128"
CUEflk-MLvk,170.0,180.0,"/m/04rlf,/m/09x0r,/t/dd00128"
L2vfCm4mpkY,21.0,31.0,"/m/09x0r,/m/0g6b5,/t/dd00128"
9ST4slNDkeg,180.0,190.0,"/m/07rkbfh,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
OWqQGq7xamo,20.0,30.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
7vHsXVnzsDQ,0.0,10.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
4QX9lZ6aQJY,390.0,400.0,"/m/09x0r,/t/dd00128"
6khhY7Dk9ss,0.0,10.0,"/m/04rlf,/m/09x0r,/t/dd00128"
0XxJcgXevgg,30.0,40.0,"/m/04rlf,/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00128"
Or8I6tA6U3o,20.0,30.0,"/m/09x0r,/t/dd00128"
Evk1kloGVQw,15.0,25.0,"/m/09x0r,/t/dd00128"
MCHvWLD2RB4,50.0,60.0,"/m/09x0r,/t/dd00125,/t/dd00128"
7ff73M_MP2U,100.0,110.0,"/m/04rlf,/t/dd00128"
IGxp9PgWESc,30.0,40.0,"/m/07jdr,/m/07yv9,/t/dd00128"
IfbjhDKWr5M,560.0,570.0,"/m/03m9d0z,/t/dd00128"
EPj7NpXPdRs,30.0,40.0,"/m/09x0r,/t/dd00128"
DQRQTJqPYe8,140.0,150.0,"/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00128"
AAUN2uMzgnU,20.0,30.0,"/g/122z_qxw,/t/dd00128"
5-jeqGV2c14,10.0,20.0,"/m/04rlf,/m/09x0r,/t/dd00125,/t/dd00128"
JlPfdhelBm0,30.0,40.0,"/m/06h7j,/m/07yv9,/m/09x0r,/t/dd00128"
DTHeOL7xHkY,320.0,330.0,"/m/07yv9,/m/0k4j,/t/dd00128"
LC6SNUiaXJU,370.0,380.0,"/m/0284vy3,/m/07jdr,/m/09x0r,/t/dd00128"
2K-3rJDcasM,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00128"
8soO3Z2X0mg,0.0,10.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
Dv8bZzzMvGA,40.0,50.0,"/m/07qfr4h,/m/09x0r,/t/dd00128"
BuHRcTNIYG0,90.0,100.0,"/m/068hy,/m/09x0r,/m/0jbk,/t/dd00128"
HbspUzqu3HM,360.0,370.0,"/m/09x0r,/t/dd00128"
MfjzU_5ncZg,18.0,28.0,"/m/09x0r,/t/dd00128"
55YlYy9VlZg,0.0,10.0,"/m/04rlf,/t/dd00128"
3IuEGErrX_o,40.0,50.0,"/m/09x0r,/t/dd00128"
PBlpSiharfs,40.0,50.0,"/m/04_sv,/m/07yv9,/t/dd00128"
AnpUWRakgmE,150.0,160.0,"/m/02mk9,/m/04rlf,/m/07yv9,/m/0k4j,/t/dd00128,/t/dd00130"
7UcorJqCYDs,30.0,40.0,"/m/06h7j,/m/09x0r,/t/dd00128"
Fp6sejMUI6E,0.0,10.0,/t/dd00128
OO3WUsjB5Hw,100.0,110.0,"/m/07qfr4h,/m/09x0r,/t/dd00128"
N1qT_5dL-74,520.0,530.0,"/m/07yv9,/m/09x0r,/t/dd00128"
M28AEASZdxw,120.0,130.0,"/m/015lz1,/m/04rlf,/m/07rkbfh,/m/09x0r,/t/dd00128"
-3-A7d6s9XE,30.0,40.0,"/m/04rlf,/m/06h7j,/m/09x0r,/t/dd00128"
0S2rqpNoLwo,150.0,160.0,"/m/09x0r,/t/dd00128"
HYCGdmGEW9Y,26.0,36.0,"/m/07jdr,/m/07yv9,/m/0912c9,/t/dd00128"
Lgf5yUUxeQA,40.0,50.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
80o5aytdBR0,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00128"
5XcmHJdPvHE,40.0,50.0,"/m/09x0r,/t/dd00128"
P0ZQHkDx8xk,60.0,70.0,"/m/07yv9,/m/0k4j,/t/dd00128"
1q6iJRJKeQg,170.0,180.0,"/m/09x0r,/m/0jbk,/t/dd00128"
8Hbrgne9AVU,360.0,370.0,"/m/07yv9,/m/09x0r,/t/dd00128"
E0m7KCO7y5g,11.0,21.0,"/m/015p6,/m/0h0rv,/t/dd00128"
4M2mZx-Qq2k,70.0,80.0,"/m/0bt9lr,/m/0jbk,/t/dd00128"
HcDkjEUdbaw,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00128"
7BpSh0mnAlY,90.0,100.0,"/m/04_sv,/m/07yv9,/m/0k4j,/t/dd00128"
81NpzktBKfg,30.0,40.0,"/m/09x0r,/t/dd00128"
HmM_l__2oeI,30.0,40.0,"/m/07jdr,/m/07yv9,/t/dd00128"
AptPEET6kK0,10.0,20.0,"/m/07yv9,/t/dd00128"
6YgSj4Nmvro,180.0,190.0,"/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00128"
7nirUuW_7bY,30.0,40.0,"/m/0284vy3,/m/04rlf,/m/04zmvq,/t/dd00128"
325uMZSxnZ4,30.0,40.0,"/m/04rlf,/t/dd00128"
3R2MRJIkIQg,30.0,40.0,"/m/05zppz,/m/09x0r,/t/dd00128"
EefRZrVcdW8,180.0,190.0,"/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/t/dd00128"
2Z3F3ygCIO4,70.0,80.0,"/m/04rlf,/m/09x0r,/t/dd00128"
JvOxZl7nCTI,30.0,40.0,"/m/015p6,/t/dd00128"
F5mGQF5DNsk,190.0,200.0,"/m/04rlf,/m/07lnk,/t/dd00128"
C4wh0IHQUes,30.0,40.0,"/m/09x0r,/t/dd00128"
BUDW7kpj1H8,150.0,160.0,"/m/0199g,/m/07yv9,/m/09x0r,/t/dd00128"
-b_vZ5POeYc,30.0,40.0,"/m/07yv9,/m/0912c9,/t/dd00128"
9ekOVJlT5u4,110.0,120.0,/t/dd00128
DY6iPvc0Cvs,230.0,240.0,"/m/07yv9,/m/09x0r,/t/dd00128"
0Y5ohWQMn5c,30.0,40.0,"/m/09x0r,/t/dd00128"
0Cp12tUNv8U,120.0,130.0,"/m/09x0r,/t/dd00128"
1yCi9L6z5FQ,100.0,110.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
5wmOCWPVw1w,120.0,130.0,"/m/04rlf,/m/06_fw,/m/09x0r,/t/dd00128"
HlHXSXJwpOo,290.0,300.0,"/m/04rlf,/m/09x0r,/t/dd00128"
O1Y15XTIRRg,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00128"
9YyW81UYQBQ,100.0,110.0,"/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv,/t/dd00128"
17gdElrcTws,210.0,220.0,"/m/09x0r,/t/dd00128"
9MJdOiAcrN4,110.0,120.0,"/m/09x0r,/t/dd00128"
4SPUvFrZUMA,130.0,140.0,"/m/04rlf,/t/dd00128"
LrU2p64lBb8,90.0,100.0,"/m/09x0r,/t/dd00128"
HPmy0p8qVog,30.0,40.0,"/m/015p6,/m/0h0rv,/t/dd00128"
Et6nc4RXVYw,70.0,80.0,"/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00128"
Dh0XEyiH4dA,30.0,40.0,"/m/01g50p,/m/07jdr,/m/07yv9,/t/dd00128"
BqNrlyHL9fA,130.0,140.0,"/m/09x0r,/t/dd00127,/t/dd00128"
H1h9NoR7szE,0.0,5.0,"/m/0912c9,/t/dd00128"
MndRaX8YmiM,0.0,9.0,"/m/06h7j,/t/dd00128"
76nYLWAYxF4,90.0,100.0,"/m/07yv9,/m/09x0r,/t/dd00128"
IOWKx1FLuUc,30.0,40.0,"/m/01g50p,/m/07jdr,/m/07yv9,/t/dd00128"
LNkdmQD5V0E,20.0,30.0,"/m/04_sv,/m/07yv9,/t/dd00128"
-G6KW0AgZXk,30.0,40.0,"/m/09x0r,/t/dd00127,/t/dd00128"
IQnzvA_a76A,30.0,40.0,"/m/04rlf,/m/06h7j,/m/09x0r,/t/dd00128"
JDQFnu2xRtY,3.0,13.0,"/m/07yv9,/m/0912c9,/m/09x0r,/t/dd00128"
ApYdBmgoMgM,240.0,250.0,"/m/09x0r,/t/dd00128"
1JmbMnxP_uw,28.0,38.0,"/m/09x0r,/t/dd00128"
AXeDiUp8KP0,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00128"
3qUz0brv52g,15.0,25.0,/t/dd00128
EVIkl79pGQY,0.0,10.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
BGAsudNbw24,20.0,30.0,/t/dd00128
CFjpXjW2N2w,300.0,310.0,/t/dd00128
I3CcqIc-NrI,0.0,10.0,"/m/03kmc9,/m/09x0r,/t/dd00128"
1374GlOJZ_k,220.0,230.0,"/m/04rlf,/t/dd00128"
1M_Uul_9i-Q,30.0,40.0,"/m/09x0r,/t/dd00128"
JAGoOzElLhU,250.0,260.0,"/m/09x0r,/t/dd00125,/t/dd00128"
DGllOKN-T8s,330.0,340.0,"/m/09x0r,/t/dd00128"
-RfPQpWGBTs,30.0,40.0,"/m/03qtwd,/m/04rlf,/m/09x0r,/t/dd00128"
Lrb4FbQq3XE,120.0,130.0,"/m/04_sv,/m/07yv9,/m/09x0r,/t/dd00128"
ORufCHrQWwA,30.0,40.0,"/m/04rlf,/m/06h7j,/m/09x0r,/t/dd00128"
3XJwRSSXxrk,50.0,60.0,"/m/07yv9,/m/0k4j,/t/dd00128"
CGyAxXkkQqo,90.0,100.0,"/m/07pb8fc,/m/07yv9,/t/dd00128"
OpXbywxHEBg,30.0,40.0,"/m/09x0r,/t/dd00128"
FnFLM-Q7PAk,30.0,40.0,"/m/07yv9,/m/0k4j,/t/dd00128"
9ydXN2uVtAA,90.0,100.0,"/g/122z_qxw,/t/dd00128"
KsDUwb64GwY,30.0,40.0,"/m/07yv9,/m/09x0r,/t/dd00128"
M7tnK7VRBwc,80.0,90.0,"/m/07yv9,/t/dd00128"
IOkC3MwWNDA,40.0,50.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
L9wb8RShgpY,10.0,20.0,"/m/04_sv,/t/dd00128"
2jxm8Eqr51A,290.0,300.0,"/m/04rlf,/m/09x0r,/t/dd00128"
OiCLq5jWVOk,30.0,40.0,"/m/09x0r,/t/dd00128"
GzwnGPslGD0,160.0,170.0,"/m/07rkbfh,/m/09x0r,/t/dd00128"
CSGsZ61GLwc,30.0,40.0,"/m/06h7j,/m/09x0r,/t/dd00128"
1_EZv9lcy4I,90.0,100.0,"/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00128"
5XvsppoIKF4,90.0,100.0,"/m/09x0r,/t/dd00128"
NnvQ2-_fQBk,30.0,40.0,"/m/07yv9,/m/0k4j,/t/dd00128"
4MyuEVWmDK0,50.0,60.0,"/m/07yv9,/m/0k4j,/t/dd00128"
O7yR2oldDN4,30.0,40.0,"/m/09x0r,/t/dd00128"
GfhTEZEz044,130.0,140.0,"/m/07q2z82,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00066,/t/dd00128"
IUaPhsm4HW8,110.0,120.0,"/m/04rlf,/m/09x0r,/t/dd00128"
6xOUQsYgWR4,30.0,40.0,"/m/04rlf,/t/dd00128"
AA9ztAke0rw,300.0,310.0,"/m/04rlf,/m/09x0r,/t/dd00128"
LYBxl3vhvMo,0.0,5.0,"/m/07yv9,/m/0912c9,/t/dd00128"
GC-tZSl31M8,190.0,200.0,/t/dd00128
KndQgXC2ztM,30.0,40.0,"/m/09x0r,/t/dd00128"
LUzUx0DqNbA,590.0,600.0,"/m/09x0r,/t/dd00128"
MwVQVqGLzdE,30.0,40.0,"/m/07jdr,/m/07yv9,/t/dd00128"
9MGbMQ0B0ng,10.0,20.0,"/m/04rlf,/m/09x0r,/t/dd00128"
M_6Mu2cyJsk,300.0,310.0,"/m/04rlf,/m/09x0r,/m/0cj0r,/t/dd00128"
7UBRIaWxG0c,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00128"
Kn50qjcf67c,30.0,40.0,"/m/06h7j,/m/09x0r,/t/dd00128"
4v9JezAruWg,30.0,40.0,"/m/015p6,/m/0h0rv,/t/dd00128"
68IXATINQkM,320.0,330.0,"/m/09x0r,/t/dd00128"
DEDcAW9jmTk,60.0,70.0,"/m/01bjv,/m/07yv9,/t/dd00067,/t/dd00128"
AcxCriDP77E,30.0,40.0,"/m/09x0r,/t/dd00128"
74yDkl98qwo,530.0,540.0,"/m/03k3r,/m/09x0r,/t/dd00128"
6_qIYwKXTzs,0.0,10.0,"/m/09x0r,/t/dd00128"
4ioJBHEDRVc,40.0,50.0,"/m/07r04,/m/07yv9,/m/0gvgw0,/t/dd00128"
1auwOk2za6A,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00128"
2eXIWRkTUFI,190.0,200.0,"/m/04rlf,/m/07yv9,/m/0k4j,/t/dd00128"
J4tLIbV7I18,30.0,40.0,"/m/04rlf,/m/06h7j,/m/09x0r,/t/dd00128"
BZ3FRo9kFFQ,30.0,40.0,"/m/0g6b5,/t/dd00128"
K5OpA2P2nao,190.0,200.0,"/m/04rlf,/m/09x0r,/t/dd00128"
JcHu_sZ0zYU,260.0,270.0,"/m/09x0r,/t/dd00128"
DS9t7TC841w,30.0,40.0,"/m/09x0r,/t/dd00128"
KBECCFEjVDQ,0.0,10.0,"/m/07yv9,/m/0k4j,/t/dd00128"
LoR_6DthZDU,30.0,40.0,"/m/09x0r,/t/dd00128"
LnmzmCkDmcc,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00128"
JLIXUWfDEBc,100.0,110.0,"/m/04_sv,/m/07yv9,/t/dd00128"
BnXSm5Rv8W8,160.0,170.0,"/m/07yv9,/m/0k4j,/t/dd00128"
Jj5qRzNs3c8,180.0,190.0,"/m/04rlf,/t/dd00128"
3ocCokLvyoA,0.0,6.0,"/m/09x0r,/t/dd00128"
4hmuejEJ1HE,30.0,40.0,"/m/07jdr,/m/07yv9,/m/09x0r,/t/dd00127,/t/dd00128"
HFg3dNdHFhA,70.0,80.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
OZVWFkX_kic,6.0,16.0,"/m/0912c9,/t/dd00128"
4gOj3pz4_iw,30.0,40.0,"/m/09x0r,/t/dd00128"
OzYNMlvLR8s,20.0,30.0,"/m/07yv9,/m/09x0r,/t/dd00128"
9evSbvLR9kI,350.0,360.0,"/m/04_sv,/m/07yv9,/m/09x0r,/t/dd00128"
LU6-4yhTQfw,30.0,40.0,"/m/09x0r,/t/dd00128"
0EqdvyxCt0I,10.0,20.0,"/m/09x0r,/t/dd00128"
G-xYpXXUXcM,240.0,250.0,"/m/012f08,/m/07yv9,/m/0btp2,/m/0k4j,/t/dd00128,/t/dd00134"
0ljz9dFkr7w,30.0,40.0,"/m/03qtwd,/m/06h7j,/m/09x0r,/t/dd00128"
MRzmQBMP8zo,30.0,40.0,"/m/020bb7,/m/04rlf,/m/07pggtn,/t/dd00128"
5uIWbQTZy3Q,470.0,480.0,"/m/09x0r,/t/dd00128"
-dALKn5q4G4,30.0,40.0,"/m/05zppz,/m/06h7j,/m/09x0r,/t/dd00128"
0fC1YhLcxwU,10.0,20.0,"/m/02mk9,/m/07yv9,/m/0k4j,/t/dd00066,/t/dd00128"
MmMemWn5Qy0,70.0,80.0,"/m/09x0r,/t/dd00128"
OaAnyo-XS98,280.0,290.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
EyI1dCPaJPg,80.0,90.0,"/m/04rlf,/t/dd00128"
Nwi0tYAQf5U,30.0,40.0,/t/dd00128
HFpPvSOB3wQ,180.0,190.0,"/m/04rlf,/m/09x0r,/t/dd00128"
KHe-8ArMqAg,140.0,150.0,"/m/014yck,/m/07yv9,/m/09x0r,/m/0k5j,/t/dd00128"
2EX_rKCpFxU,30.0,40.0,"/m/07pyf11,/m/07yv9,/m/0k4j,/t/dd00128"
9pqAq1lICdk,100.0,110.0,"/m/04_sv,/m/07yv9,/m/09x0r,/t/dd00128"
E0B3NJL4zUc,10.0,20.0,"/m/04rlf,/t/dd00128"
6vbEQUSSE2I,140.0,150.0,"/m/015lz1,/m/01swy6,/m/04rlf,/t/dd00128"
5qMQ7zIN1e8,30.0,40.0,/t/dd00128
AtDIibt5QH0,30.0,40.0,"/m/09x0r,/t/dd00128"
CosJor4IyIU,130.0,140.0,"/m/07yv9,/m/0k4j,/t/dd00128"
7cIQlM_JEQY,0.0,10.0,/t/dd00128
3hOgtwfZ-S8,240.0,250.0,"/m/09x0r,/t/dd00128"
6US1nPOU7Kc,0.0,4.0,/t/dd00128
DETlYdi-1no,160.0,170.0,"/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00128"
7znynyVPuOI,310.0,320.0,"/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00128"
N6p-pN4TEZI,30.0,40.0,"/m/09x0r,/t/dd00128"
LP2F78n8JVk,80.0,90.0,"/m/09x0r,/t/dd00128"
JWm_AVA3wSs,40.0,50.0,"/m/07r04,/m/07yv9,/m/09x0r,/t/dd00128"
Dt8rHTilQyk,0.0,10.0,"/m/04rlf,/m/09x0r,/t/dd00128"
PCJcO_zaikw,200.0,210.0,"/m/04rlf,/m/09x0r,/t/dd00128"
CqfL1n12Z_U,10.0,20.0,"/m/09x0r,/t/dd00128"
MT2YfX6Q13o,90.0,100.0,"/m/09x0r,/t/dd00128"
BH5BbzMnlV0,30.0,40.0,"/m/06h7j,/m/09x0r,/t/dd00128"
OW5Gu_REP2s,30.0,40.0,"/m/06h7j,/m/09x0r,/t/dd00128"
JESj9DVRhbM,90.0,100.0,"/m/09x0r,/t/dd00128"
1uWjiwS_3tQ,80.0,90.0,"/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
0iZLsGa-bts,10.0,20.0,"/m/06h7j,/m/09x0r,/t/dd00128"
Laf4wiRcJrk,60.0,70.0,"/m/09x0r,/t/dd00128"
K-B9wOLbO_k,230.0,240.0,"/m/0k4j,/t/dd00128"
8iKjMj3_g2c,300.0,310.0,"/m/04rlf,/t/dd00128"
4nAES9R18G8,30.0,40.0,"/m/09x0r,/t/dd00128"
1I3agEpS6QQ,30.0,40.0,"/m/09x0r,/t/dd00128"
1Fxgj6Ly7J0,6.0,16.0,"/m/09x0r,/t/dd00128"
1aauRGKAabQ,20.0,30.0,"/m/04rlf,/m/05r5c,/t/dd00128"
1uXLyo2D9Ys,100.0,110.0,"/m/09x0r,/t/dd00128"
LPuwYBzA0l8,70.0,80.0,"/m/09x0r,/t/dd00128"
GKR5cRgN5to,180.0,190.0,/t/dd00128
JTS1w4w-Rg8,430.0,440.0,"/m/04rlf,/m/07yv9,/m/09x0r,/t/dd00128"
L-bwNwb8ZFE,90.0,100.0,"/m/07yv9,/t/dd00128"
AR19AGXlwWE,30.0,40.0,"/m/015p6,/m/0h0rv,/t/dd00128"
0jbRxQy9Vq0,30.0,40.0,"/m/06h7j,/m/09x0r,/t/dd00128"
4EVS6jvRC2w,80.0,90.0,"/m/07yv9,/m/0k4j,/t/dd00128"
NMHAVDU2GtY,320.0,330.0,"/m/09x0r,/t/dd00128"
JhSnV6J86LQ,30.0,40.0,"/m/07yv9,/m/0912c9,/m/0k4j,/t/dd00128"
7WYeNrHpySY,240.0,250.0,"/m/04rlf,/m/09x0r,/t/dd00127,/t/dd00128"
IAilNjOK3I4,0.0,10.0,"/m/07yv9,/m/0k4j,/t/dd00128"
92pUDtU-NiM,70.0,80.0,"/m/07c52,/m/09x0r,/m/0ytgt,/t/dd00128"
B8woEyd5sNo,450.0,460.0,"/m/07r04,/m/07yv9,/t/dd00128"
AaJ40-6cjAA,0.0,10.0,"/m/09x0r,/t/dd00128"
EjUAwBJKqlM,7.0,17.0,"/m/09x0r,/t/dd00128"
Ce7w1C0gxqk,50.0,60.0,"/m/04_sv,/m/07yv9,/t/dd00128"
8M4ZJ7tipjA,420.0,430.0,"/m/07rkbfh,/m/09x0r,/t/dd00128"
AltmJdRUZTQ,30.0,40.0,"/m/09x0r,/t/dd00128"
KeRxR8lZ-Ng,10.0,20.0,"/m/04rlf,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
A6ma0HMgk1s,110.0,120.0,"/m/09x0r,/t/dd00128"
0ge620_6y2I,30.0,40.0,"/m/04rlf,/m/05zppz,/m/06h7j,/m/09x0r,/t/dd00128"
BwNkAnvA3pQ,30.0,40.0,"/m/09x0r,/m/0jbk,/t/dd00128"
Dm3A0vMMAa4,200.0,210.0,"/m/07rkbfh,/m/09x0r,/t/dd00128"
JtaLePlzqSo,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00128"
8VuZo8OwhsI,410.0,420.0,"/m/09x0r,/t/dd00128"
KsXhvEaqmls,30.0,40.0,"/m/04rlf,/t/dd00128"
OcvBL9lGw6k,70.0,80.0,"/m/09x0r,/t/dd00128"
AUjRWjUjpBk,430.0,440.0,"/m/04rlf,/t/dd00128"
LXsJLIhrB94,30.0,40.0,"/m/0h0rv,/t/dd00128"
